userId,recommendedItemId,rank
-6944500707172804068,-5002383425685129595,4
-6944500707172804068,-4029704725707465084,5
-6939883833521991898,-4029704725707465084,1
-6939883833521991898,-6783772548752091658,2
-6939883833521991898,7507067965574797372,3
-6939883833521991898,-8208801367848627943,4
-6939883833521991898,3367026768872537336,5
-6934405303392992200,-6783772548752091658,1
-6934405303392992200,8224860111193157980,2
-6934405303392992200,6044362651232258738,3
-6934405303392992200,-133139342397538859,4
-6934405303392992200,880612740433495828,5
-6933516293840979472,4105873627900556540,1
-6933516293840979472,-4029704725707465084,2
-6933516293840979472,-133139342397538859,3
-6933516293840979472,5658521282502533116,4
-6933516293840979472,-8043889175123948305,5
-6921346769844646797,-3173020603774823976,1
-6921346769844646797,-7990179956144740367,2
-6921346769844646797,-8312968399134741370,3
-6921346769844646797,-5002383425685129595,4
-6921346769844646797,-1622037268576555626,5
-6904254367438519859,-6840859460575237450,1
-6904254367438519859,-6457517220721978,2
-6904254367438519859,751528815916485437,3
-6904254367438519859,7520301770873472812,4
-6904254367438519859,3608243634452078989,5
-6895155480127642372,-133139342397538859,1
-6895155480127642372,-2358756719610361882,2
-6895155480127642372,6044362651232258738,3
-6895155480127642372,-8208801367848627943,4
-6895155480127642372,-1297580205670251233,5
-6878112296616605612,-4029704725707465084,1
-6878112296616605612,-6783772548752091658,2
-6878112296616605612,-6843047699859121724,3
-6878112296616605612,-8208801367848627943,4
-6878112296616605612,8224860111193157980,5
-6874849957985527250,-2358756719610361882,1
-6874849957985527250,5658521282502533116,2
-6874849957985527250,-5488842573681626972,3
-6874849957985527250,-8043889175123948305,4
-6874849957985527250,-6783772548752091658,5
-6874781826710727528,-8950763842769120954,1
-6874781826710727528,6989198691754522425,2
-6874781826710727528,-8627051188605351707,3
-6874781826710727528,-6843047699859121724,4
-6874781826710727528,-3605608255586388018,5
-6874532444478397764,1356221992133852808,1
-6874532444478397764,-6156751702010469220,2
-6874532444478397764,-1453783314552286835,3
-6874532444478397764,-5148591903395022444,4
-6874532444478397764,2581138407738454418,5
-6850499260033618177,-4029704725707465084,1
-6850499260033618177,-133139342397538859,2
-6850499260033618177,-1297580205670251233,3
-6850499260033618177,8224860111193157980,4
-6850499260033618177,-6840859460575237450,5
-6834891987379050070,-4029704725707465084,1
-6834891987379050070,-1297580205670251233,2
-6834891987379050070,-2358756719610361882,3
-6834891987379050070,2581138407738454418,4
-6834891987379050070,-4333957157636611418,5
-6824891492208524007,-6840859460575237450,1
-6824891492208524007,-6457517220721978,2
-6824891492208524007,7520301770873472812,3
-6824891492208524007,751528815916485437,4
-6824891492208524007,3608243634452078989,5
-6823054392395586047,-6783772548752091658,1
-6823054392395586047,-133139342397538859,2
-6823054392395586047,-1297580205670251233,3
-6823054392395586047,8224860111193157980,4
-6823054392395586047,-4029704725707465084,5
-6820774667818944570,-6783772548752091658,1
-6820774667818944570,7507067965574797372,2
-6820774667818944570,-4029704725707465084,3
-6820774667818944570,8224860111193157980,4
-6820774667818944570,991271693336573226,5
-6811544332174496130,2727743992157210358,1
-6811544332174496130,6997620589258672675,2
-6811544332174496130,5445999759138709405,3
-6811544332174496130,7818691400791322406,4
-6811544332174496130,-3850803681204406658,5
-6810967503878969134,8224860111193157980,1
-6810967503878969134,-133139342397538859,2
-6810967503878969134,-2358756719610361882,3
-6810967503878969134,6044362651232258738,4
-6810967503878969134,2581138407738454418,5
-6805567438224540711,3367026768872537336,1
-6805567438224540711,7507067965574797372,2
-6805567438224540711,5854206600849997966,3
-6805567438224540711,-5920475612630001479,4
-6805567438224540711,-7518373517401484139,5
-6786856227257648356,2581138407738454418,1
-6786856227257648356,3367026768872537336,2
-6786856227257648356,-2358756719610361882,3
-6786856227257648356,7507067965574797372,4
-6786856227257648356,1469580151036142903,5
-6734098108417569342,-6783772548752091658,1
-6734098108417569342,-4029704725707465084,2
-6734098108417569342,943818026930898372,3
-6734098108417569342,-133139342397538859,4
-6734098108417569342,8224860111193157980,5
-6730258785244938562,1469580151036142903,1
-6730258785244938562,-2447632164766022033,2
-6730258785244938562,3367026768872537336,3
-6730258785244938562,2581138407738454418,4
-6730258785244938562,-133139342397538859,5
-6674945460600816442,-133139342397538859,1
-6674945460600816442,-6783772548752091658,2
-6674945460600816442,3170775058142440102,3
-6674945460600816442,8224860111193157980,4
-6674945460600816442,2709926970543371965,5
-6668982552133935704,-8243488279185272615,1
-6668982552133935704,-9019582414165805420,2
-6668982552133935704,5445999759138709405,3
-6668982552133935704,-9081753261356157170,4
-6668982552133935704,-401664538366009049,5
-6668715715951053690,1469580151036142903,1
-6668715715951053690,2581138407738454418,2
-6668715715951053690,7507067965574797372,3
-6668715715951053690,3367026768872537336,4
-6668715715951053690,-133139342397538859,5
-6657844983499130997,-6133746337603876146,1
-6657844983499130997,-5431549861280885742,2
-6657844983499130997,-3338916066794638254,3
-6657844983499130997,-5037827401452845772,4
-6657844983499130997,-2097075598039554565,5
-6652840075169150228,-8159730897893673528,1
-6652840075169150228,6850500272809381909,2
-6652840075169150228,-3662111110237135231,3
-6652840075169150228,2581138407738454418,4
-6652840075169150228,-1251258405608426882,5
-6650942110522720391,8224860111193157980,1
-6650942110522720391,-4029704725707465084,2
-6650942110522720391,-6783772548752091658,3
-6650942110522720391,1738052593226421681,4
-6650942110522720391,-133139342397538859,5
-6631461711538275356,-1633984990770981161,1
-6631461711538275356,-4029704725707465084,2
-6631461711538275356,7507067965574797372,3
-6631461711538275356,-133139342397538859,4
-6631461711538275356,-2358756719610361882,5
-6627505417926774253,-2358756719610361882,1
-6627505417926774253,-4333957157636611418,2
-6627505417926774253,1469580151036142903,3
-6627505417926774253,-3040610224044779845,4
-6627505417926774253,7507067965574797372,5
-6624483529135402208,6031953227014493100,1
-6624483529135402208,-6843047699859121724,2
-6624483529135402208,-3780822597455574960,3
-6624483529135402208,-4550355627706401135,4
-6624483529135402208,-2440247087447106971,5
-6611967527589759673,-6783772548752091658,1
-6611967527589759673,-4029704725707465084,2
-6611967527589759673,7507067965574797372,3
-6611967527589759673,-1297580205670251233,4
-6611967527589759673,3367026768872537336,5
-6606373800483513352,2072448887839540892,1
-6606373800483513352,-8208801367848627943,2
-6606373800483513352,943818026930898372,3
-6606373800483513352,4419562057180692966,4
-6606373800483513352,1356221992133852808,5
-6594283959918506908,4876769046116846438,1
-6594283959918506908,-3191013159715472435,2
-6594283959918506908,-4029704725707465084,3
-6594283959918506908,-3959242148361340089,4
-6594283959918506908,991271693336573226,5
-6593243739839278571,8224860111193157980,1
-6593243739839278571,-133139342397538859,2
-6593243739839278571,6044362651232258738,3
-6593243739839278571,-1297580205670251233,4
-6593243739839278571,-2358756719610361882,5
-6573653224877216942,3660989387512978561,1
-6573653224877216942,1469580151036142903,2
-6573653224877216942,8869347744613364434,3
-6573653224877216942,-1572252285162838958,4
-6573653224877216942,-7113155163062752691,5
-6568916788996709634,3367026768872537336,1
-6568916788996709634,7814856426770804213,2
-6568916788996709634,-3040610224044779845,3
-6568916788996709634,-6843047699859121724,4
-6568916788996709634,-8954346068661072425,5
-6551899843081273989,-4029704725707465084,1
-6551899843081273989,-133139342397538859,2
-6551899843081273989,6044362651232258738,3
-6551899843081273989,-1297580205670251233,4
-6551899843081273989,8224860111193157980,5
-6533304626998890151,-4029704725707465084,1
-6533304626998890151,-6783772548752091658,2
-6533304626998890151,8586403905004879205,3
-6533304626998890151,1738052593226421681,4
-6533304626998890151,-133139342397538859,5
-6532175987346600523,-6783772548752091658,1
-6532175987346600523,-133139342397538859,2
-6532175987346600523,8224860111193157980,3
-6532175987346600523,2581138407738454418,4
-6532175987346600523,-2358756719610361882,5
-6527231059484292598,-5920475612630001479,1
-6527231059484292598,1469580151036142903,2
-6527231059484292598,7507067965574797372,3
-6527231059484292598,-6843047699859121724,4
-6527231059484292598,-6654470039478316910,5
-6526535873517998244,-4029704725707465084,1
-6526535873517998244,6044362651232258738,2
-6526535873517998244,-6783772548752091658,3
-6526535873517998244,-133139342397538859,4
-6526535873517998244,8586403905004879205,5
-6508069509459346924,-133139342397538859,1
-6508069509459346924,3170775058142440102,2
-6508069509459346924,-2314360211211303885,3
-6508069509459346924,-1297580205670251233,4
-6508069509459346924,1854874463930846880,5
-6504447686448599421,3660989387512978561,1
-6504447686448599421,-14569272361926584,2
-6504447686448599421,1469580151036142903,3
-6504447686448599421,-4029704725707465084,4
-6504447686448599421,-7113155163062752691,5
-6502100706127527925,-6783772548752091658,1
-6502100706127527925,8224860111193157980,2
-6502100706127527925,6044362651232258738,3
-6502100706127527925,-133139342397538859,4
-6502100706127527925,-2358756719610361882,5
-6493929577026741456,943818026930898372,1
-6493929577026741456,-8208801367848627943,2
-6493929577026741456,-133139342397538859,3
-6493929577026741456,1024145536490998555,4
-6493929577026741456,6769852549722242790,5
-6486181020435414752,1286723199785027310,1
-6486181020435414752,-5315378314308323942,2
-6486181020435414752,-6592496241044177853,3
-6486181020435414752,-7195227263752331646,4
-6486181020435414752,-1537223691132357350,5
-6473952184608287014,-6783772548752091658,1
-6473952184608287014,8224860111193157980,2
-6473952184608287014,6044362651232258738,3
-6473952184608287014,-133139342397538859,4
-6473952184608287014,880612740433495828,5
-6446031436716049889,7521700660190108859,1
-6446031436716049889,2645380860642118790,2
-6446031436716049889,-8208801367848627943,3
-6446031436716049889,-969155230116728853,4
-6446031436716049889,-2358756719610361882,5
-6438002202203852863,-133139342397538859,1
-6438002202203852863,-6783772548752091658,2
-6438002202203852863,-4029704725707465084,3
-6438002202203852863,8224860111193157980,4
-6438002202203852863,-8742648016180281673,5
-6435598831950414723,-6783772548752091658,1
-6435598831950414723,5445999759138709405,2
-6435598831950414723,943818026930898372,3
-6435598831950414723,2727743992157210358,4
-6435598831950414723,8224860111193157980,5
-6411371239765052331,-4029704725707465084,1
-6411371239765052331,-133139342397538859,2
-6411371239765052331,5338677278233757627,3
-6411371239765052331,8224860111193157980,4
-6411371239765052331,6044362651232258738,5
-6395289021795478412,1469580151036142903,1
-6395289021795478412,-7113155163062752691,2
-6395289021795478412,-14569272361926584,3
-6395289021795478412,-8627051188605351707,4
-6395289021795478412,-4029704725707465084,5
-6382389075303370984,-6843047699859121724,1
-6382389075303370984,-4029704725707465084,2
-6382389075303370984,-6783772548752091658,3
-6382389075303370984,-2447632164766022033,4
-6382389075303370984,-8208801367848627943,5
-6380346921134804505,-5784991738549272379,1
-6380346921134804505,1441248639512899483,2
-6380346921134804505,-3723217532224917485,3
-6380346921134804505,-5044204125574973395,4
-6380346921134804505,-4333056764244640444,5
-6364723726238328437,1854874463930846880,1
-6364723726238328437,991271693336573226,2
-6364723726238328437,-5848514031542611523,3
-6364723726238328437,2103268612948910635,4
-6364723726238328437,-1038011342017850,5
-6361883726252419530,-4029704725707465084,1
-6361883726252419530,-6783772548752091658,2
-6361883726252419530,-1297580205670251233,3
-6361883726252419530,-1633984990770981161,4
-6361883726252419530,-8208801367848627943,5
-6361192540861670465,-3040610224044779845,1
-6361192540861670465,7507067965574797372,2
-6361192540861670465,-5920475612630001479,3
-6361192540861670465,1469580151036142903,4
-6361192540861670465,3367026768872537336,5
-6347007137547090068,-4029704725707465084,1
-6347007137547090068,1469580151036142903,2
-6347007137547090068,-6843047699859121724,3
-6347007137547090068,-4333957157636611418,4
-6347007137547090068,-1297580205670251233,5
-6341085530415128100,-6783772548752091658,1
-6341085530415128100,-4029704725707465084,2
-6341085530415128100,5658521282502533116,3
-6341085530415128100,8749720044741011597,4
-6341085530415128100,-6156751702010469220,5
-6336522524969113058,5238119115012015307,1
-6336522524969113058,7933360486658437274,2
-6336522524969113058,7767869406844505704,3
-6336522524969113058,-885453047081832598,4
-6336522524969113058,8890720798209849691,5
-6316613156648676087,943818026930898372,1
-6316613156648676087,3149164017776669829,2
-6316613156648676087,-1622037268576555626,3
-6316613156648676087,-5002383425685129595,4
-6316613156648676087,2259988589066296676,5
-6310269237680935639,-6843047699859121724,1
-6310269237680935639,-8381230866408697127,2
-6310269237680935639,-133139342397538859,3
-6310269237680935639,1469580151036142903,4
-6310269237680935639,3367026768872537336,5
-6301440277750448426,1024145536490998555,1
-6301440277750448426,-133139342397538859,2
-6301440277750448426,-5065077552540450930,3
-6301440277750448426,2072448887839540892,4
-6301440277750448426,8926889915100214784,5
-6284920522659750073,-6783772548752091658,1
-6284920522659750073,-7613994611628693820,2
-6284920522659750073,6997620589258672675,3
-6284920522659750073,-6542996094878850014,4
-6284920522659750073,-4029704725707465084,5
-6276733705223916438,5658521282502533116,1
-6276733705223916438,-6783772548752091658,2
-6276733705223916438,-5488842573681626972,3
-6276733705223916438,-8043889175123948305,4
-6276733705223916438,-4029704725707465084,5
-6273276101162180437,-6783772548752091658,1
-6273276101162180437,8224860111193157980,2
-6273276101162180437,-133139342397538859,3
-6273276101162180437,-1297580205670251233,4
-6273276101162180437,6044362651232258738,5
-6263408883539936026,-6843047699859121724,1
-6263408883539936026,4876769046116846438,2
-6263408883539936026,-2447632164766022033,3
-6263408883539936026,-4145260601063545880,4
-6263408883539936026,1854874463930846880,5
-6258071927387180198,-7113155163062752691,1
-6258071927387180198,1469580151036142903,2
-6258071927387180198,-8627051188605351707,3
-6258071927387180198,569574447134368517,4
-6258071927387180198,-14569272361926584,5
-6254342326107002908,-6156751702010469220,1
-6254342326107002908,-2447632164766022033,2
-6254342326107002908,-2358756719610361882,3
-6254342326107002908,-133139342397538859,4
-6254342326107002908,1356221992133852808,5
-6246099423021213661,8901449108040307914,1
-6246099423021213661,8657408509986329668,2
-6246099423021213661,-5148591903395022444,3
-6246099423021213661,-6843047699859121724,4
-6246099423021213661,2372438485070148864,5
-6234126753805415756,-6783772548752091658,1
-6234126753805415756,3170775058142440102,2
-6234126753805415756,6031953227014493100,3
-6234126753805415756,-4029704725707465084,4
-6234126753805415756,8224860111193157980,5
-6226728612139235550,-8208801367848627943,1
-6226728612139235550,-8518096793350810174,2
-6226728612139235550,-8949113594875411859,3
-6226728612139235550,1356221992133852808,4
-6226728612139235550,-4029704725707465084,5
-6201845445987166377,9175693555063886126,1
-6201845445987166377,-3040610224044779845,2
-6201845445987166377,3367026768872537336,3
-6201845445987166377,8224860111193157980,4
-6201845445987166377,1862503310075246782,5
-6196110550195246902,6044362651232258738,1
-6196110550195246902,-6783772548752091658,2
-6196110550195246902,-133139342397538859,3
-6196110550195246902,-1297580205670251233,4
-6196110550195246902,880612740433495828,5
-6195985550971229641,-6783772548752091658,1
-6195985550971229641,-1297580205670251233,2
-6195985550971229641,8224860111193157980,3
-6195985550971229641,-4029704725707465084,4
-6195985550971229641,6044362651232258738,5
-6191712716519536331,-6643406494673362190,1
-6191712716519536331,2215773447123360543,2
-6191712716519536331,5484061377044071389,3
-6191712716519536331,-1353560213232970946,4
-6191712716519536331,-7113155163062752691,5
-6188912942004687815,-4029704725707465084,1
-6188912942004687815,3367026768872537336,2
-6188912942004687815,-4333957157636611418,3
-6188912942004687815,7814856426770804213,4
-6188912942004687815,-2358756719610361882,5
-6188513246080579917,-6642751159620064055,1
-6188513246080579917,1485652648052127324,2
-6188513246080579917,-6739959707791598779,3
-6188513246080579917,6384824828701919724,4
-6188513246080579917,3288699993147470797,5
-6174073684310263806,-1297580205670251233,1
-6174073684310263806,991271693336573226,2
-6174073684310263806,-2314360211211303885,3
-6174073684310263806,1854874463930846880,4
-6174073684310263806,-133139342397538859,5
-6153009241569363021,7507067965574797372,1
-6153009241569363021,2581138407738454418,2
-6153009241569363021,3367026768872537336,3
-6153009241569363021,-4029704725707465084,4
-6153009241569363021,-6783772548752091658,5
-6150302542037419158,-4029704725707465084,1
-6150302542037419158,-8627051188605351707,2
-6150302542037419158,-133139342397538859,3
-6150302542037419158,7507067965574797372,4
-6150302542037419158,-6783772548752091658,5
-6149164633108566454,9175693555063886126,1
-6149164633108566454,-6783772548752091658,2
-6149164633108566454,8224860111193157980,3
-6149164633108566454,-4029704725707465084,4
-6149164633108566454,943818026930898372,5
-6147128788680571885,-4463029741564307314,1
-6147128788680571885,-6642751159620064055,2
-6147128788680571885,2435024834845042614,3
-6147128788680571885,826748584447376099,4
-6147128788680571885,4783081874753928396,5
-6120788038252469111,8224860111193157980,1
-6120788038252469111,-6783772548752091658,2
-6120788038252469111,-133139342397538859,3
-6120788038252469111,8586403905004879205,4
-6120788038252469111,-8208801367848627943,5
-6105296070998675410,-6843047699859121724,1
-6105296070998675410,-4029704725707465084,2
-6105296070998675410,3367026768872537336,3
-6105296070998675410,-4333957157636611418,4
-6105296070998675410,-8627051188605351707,5
-6092930928762182421,-5014627593450767720,1
-6092930928762182421,-8248141950199177506,2
-6092930928762182421,-6642751159620064055,3
-6092930928762182421,7612428320594238723,4
-6092930928762182421,7528802258213768379,5
-6086253348642297377,2687654465640040976,1
-6086253348642297377,-2828628091730682303,2
-6086253348642297377,-7342604649736473979,3
-6086253348642297377,-4024778022934140027,4
-6086253348642297377,-3552937095886146934,5
-6085280990332832124,1734266821019430183,1
-6085280990332832124,-8159730897893673528,2
-6085280990332832124,7446166231252589534,3
-6085280990332832124,1515492713000932747,4
-6085280990332832124,3582716808949240433,5
-6067316262393890508,-8208801367848627943,1
-6067316262393890508,943818026930898372,2
-6067316262393890508,5238119115012015307,3
-6067316262393890508,3149164017776669829,4
-6067316262393890508,7734121175534200554,5
-6067117771623247046,-1297580205670251233,1
-6067117771623247046,8224860111193157980,2
-6067117771623247046,-6783772548752091658,3
-6067117771623247046,991271693336573226,4
-6067117771623247046,6031953227014493100,5
-6051200701553773830,-6843047699859121724,1
-6051200701553773830,4876769046116846438,2
-6051200701553773830,-4145260601063545880,3
-6051200701553773830,1854874463930846880,4
-6051200701553773830,-4084394822880420062,5
-6037268165948401442,-4029704725707465084,1
-6037268165948401442,6044362651232258738,2
-6037268165948401442,-6783772548752091658,3
-6037268165948401442,1738052593226421681,4
-6037268165948401442,8586403905004879205,5
-6030696784871381528,2032007496318616962,1
-6030696784871381528,3149164017776669829,2
-6030696784871381528,2072448887839540892,3
-6030696784871381528,-5636731245639685654,4
-6030696784871381528,-3619568065513202846,5
-6023498443312206944,-759389978085260161,1
-6023498443312206944,660451400045043370,2
-6023498443312206944,1469580151036142903,3
-6023498443312206944,-3870325027932266414,4
-6023498443312206944,4904775878165401439,5
-6014236343041475884,-4029704725707465084,1
-6014236343041475884,6044362651232258738,2
-6014236343041475884,880612740433495828,3
-6014236343041475884,-6783772548752091658,4
-6014236343041475884,1738052593226421681,5
-6003416708481128042,-8208801367848627943,1
-6003416708481128042,-4029704725707465084,2
-6003416708481128042,943818026930898372,3
-6003416708481128042,-133139342397538859,4
-6003416708481128042,-6783772548752091658,5
-5969793184455185931,-4029704725707465084,1
-5969793184455185931,8224860111193157980,2
-5969793184455185931,-133139342397538859,3
-5969793184455185931,880612740433495828,4
-5969793184455185931,-1297580205670251233,5
-5934412187320282485,-6783772548752091658,1
-5934412187320282485,5658521282502533116,2
-5934412187320282485,-5488842573681626972,3
-5934412187320282485,4105873627900556540,4
-5934412187320282485,8749720044741011597,5
-5927761996778212028,-8627051188605351707,1
-5927761996778212028,-7113155163062752691,2
-5927761996778212028,569574447134368517,3
-5927761996778212028,3660989387512978561,4
-5927761996778212028,7507067965574797372,5
-5918600103053825191,-8627051188605351707,1
-5918600103053825191,-133139342397538859,2
-5918600103053825191,569574447134368517,3
-5918600103053825191,3660989387512978561,4
-5918600103053825191,9175693555063886126,5
-5898985842339810358,-4029704725707465084,1
-5898985842339810358,8586403905004879205,2
-5898985842339810358,8224860111193157980,3
-5898985842339810358,-6783772548752091658,4
-5898985842339810358,1738052593226421681,5
-5897227245778614914,-42126282997118624,1
-5897227245778614914,-3619568065513202846,2
-5897227245778614914,7520301770873472812,3
-5897227245778614914,3608243634452078989,4
-5897227245778614914,-4333957157636611418,5
-5889508433273998867,-133139342397538859,1
-5889508433273998867,-6783772548752091658,2
-5889508433273998867,-4029704725707465084,3
-5889508433273998867,8224860111193157980,4
-5889508433273998867,-8742648016180281673,5
-5885124187219991847,8224860111193157980,1
-5885124187219991847,8586403905004879205,2
-5885124187219991847,-4029704725707465084,3
-5885124187219991847,-6783772548752091658,4
-5885124187219991847,880612740433495828,5
-5873562008332486480,7507067965574797372,1
-5873562008332486480,-8954346068661072425,2
-5873562008332486480,-6843047699859121724,3
-5873562008332486480,-133139342397538859,4
-5873562008332486480,5854206600849997966,5
-5873251123741236991,5658521282502533116,1
-5873251123741236991,-5488842573681626972,2
-5873251123741236991,-6783772548752091658,3
-5873251123741236991,-8043889175123948305,4
-5873251123741236991,-5571606607344218289,5
-5868110530814399805,943818026930898372,1
-5868110530814399805,3149164017776669829,2
-5868110530814399805,-8208801367848627943,3
-5868110530814399805,1356221992133852808,4
-5868110530814399805,4419562057180692966,5
-5867382161915898777,-6843047699859121724,1
-5867382161915898777,2581138407738454418,2
-5867382161915898777,-6783772548752091658,3
-5867382161915898777,1356221992133852808,4
-5867382161915898777,-133139342397538859,5
-5847938315205392554,-4029704725707465084,1
-5847938315205392554,-6783772548752091658,2
-5847938315205392554,6044362651232258738,3
-5847938315205392554,-8208801367848627943,4
-5847938315205392554,1738052593226421681,5
-5843903748452152677,-42126282997118624,1
-5843903748452152677,-6457517220721978,2
-5843903748452152677,-6840859460575237450,3
-5843903748452152677,-450825503558460924,4
-5843903748452152677,-3785072380450959101,5
-5833749125541124532,8224860111193157980,1
-5833749125541124532,6044362651232258738,2
-5833749125541124532,-6783772548752091658,3
-5833749125541124532,-133139342397538859,4
-5833749125541124532,8586403905004879205,5
-5823562314929634489,-6783772548752091658,1
-5823562314929634489,6044362651232258738,2
-5823562314929634489,-133139342397538859,3
-5823562314929634489,880612740433495828,4
-5823562314929634489,-8208801367848627943,5
-5812738875803363289,-4029704725707465084,1
-5812738875803363289,-6783772548752091658,2
-5812738875803363289,3367026768872537336,3
-5812738875803363289,-1297580205670251233,4
-5812738875803363289,-6843047699859121724,5
-5795907895499274955,943818026930898372,1
-5795907895499274955,3149164017776669829,2
-5795907895499274955,-2948321821574578861,3
-5795907895499274955,8402348887626635381,4
-5795907895499274955,-1622037268576555626,5
-5776136876679063651,1469580151036142903,1
-5776136876679063651,-6590819806697898649,2
-5776136876679063651,-8627051188605351707,3
-5776136876679063651,-6654470039478316910,4
-5776136876679063651,991271693336573226,5
-5761633761733198864,-4029704725707465084,1
-5761633761733198864,-133139342397538859,2
-5761633761733198864,-1297580205670251233,3
-5761633761733198864,6044362651232258738,4
-5761633761733198864,-2358756719610361882,5
-5751474310428982362,-6843047699859121724,1
-5751474310428982362,4876769046116846438,2
-5751474310428982362,-4145260601063545880,3
-5751474310428982362,-4084394822880420062,4
-5751474310428982362,1854874463930846880,5
-5749772120640063461,-6783772548752091658,1
-5749772120640063461,8224860111193157980,2
-5749772120640063461,6044362651232258738,3
-5749772120640063461,-133139342397538859,4
-5749772120640063461,880612740433495828,5
-5732707497022383920,-4029704725707465084,1
-5732707497022383920,-133139342397538859,2
-5732707497022383920,6044362651232258738,3
-5732707497022383920,880612740433495828,4
-5732707497022383920,1738052593226421681,5
-5713424050095083786,-6783772548752091658,1
-5713424050095083786,-133139342397538859,2
-5713424050095083786,6044362651232258738,3
-5713424050095083786,-1297580205670251233,4
-5713424050095083786,1738052593226421681,5
-5708042355439521851,-133139342397538859,1
-5708042355439521851,-8208801367848627943,2
-5708042355439521851,-4029704725707465084,3
-5708042355439521851,943818026930898372,4
-5708042355439521851,-6783772548752091658,5
-5706287032724665714,3367026768872537336,1
-5706287032724665714,7507067965574797372,2
-5706287032724665714,-6783772548752091658,3
-5706287032724665714,-6728844082024523434,4
-5706287032724665714,-6843047699859121724,5
-5680668197911418383,-5920475612630001479,1
-5680668197911418383,9175693555063886126,2
-5680668197911418383,5854206600849997966,3
-5680668197911418383,3367026768872537336,4
-5680668197911418383,-8954346068661072425,5
-5676352709327073303,-2358756719610361882,1
-5676352709327073303,-5488842573681626972,2
-5676352709327073303,-8043889175123948305,3
-5676352709327073303,-5571606607344218289,4
-5676352709327073303,-6783772548752091658,5
-5661737290289697460,-6783772548752091658,1
-5661737290289697460,8224860111193157980,2
-5661737290289697460,6044362651232258738,3
-5661737290289697460,880612740433495828,4
-5661737290289697460,-2358756719610361882,5
-5648501732106474447,1469580151036142903,1
-5648501732106474447,-4029704725707465084,2
-5648501732106474447,-3040610224044779845,3
-5648501732106474447,-5813211845057621660,4
-5648501732106474447,-6843047699859121724,5
-5645906903825510952,-6783772548752091658,1
-5645906903825510952,-4029704725707465084,2
-5645906903825510952,8224860111193157980,3
-5645906903825510952,2581138407738454418,4
-5645906903825510952,-2358756719610361882,5
-5643862669441284349,569574447134368517,1
-5643862669441284349,-6623581327558800021,2
-5643862669441284349,-2402288292108892893,3
-5643862669441284349,3660989387512978561,4
-5643862669441284349,-6728844082024523434,5
-5639303336519418445,-170687954910264210,1
-5639303336519418445,-7120369133608664808,2
-5639303336519418445,-2211174111335280246,3
-5639303336519418445,-5829402940194444779,4
-5639303336519418445,-78422372027822130,5
-5638430380291209974,-5431549861280885742,1
-5638430380291209974,-6133746337603876146,2
-5638430380291209974,2277184202014276839,3
-5638430380291209974,-3338916066794638254,4
-5638430380291209974,9175693555063886126,5
-5636811822913690686,1469580151036142903,1
-5636811822913690686,-4029704725707465084,2
-5636811822913690686,-2447632164766022033,3
-5636811822913690686,3367026768872537336,4
-5636811822913690686,-6783772548752091658,5
-5629192146302945053,-4029704725707465084,1
-5629192146302945053,6044362651232258738,2
-5629192146302945053,-6783772548752091658,3
-5629192146302945053,1738052593226421681,4
-5629192146302945053,-133139342397538859,5
-5611964175902830423,8224860111193157980,1
-5611964175902830423,4893900714822288649,2
-5611964175902830423,-1622037268576555626,3
-5611964175902830423,-4029704725707465084,4
-5611964175902830423,6044362651232258738,5
-5603024664917721129,2719909253419802298,1
-5603024664917721129,-1633984990770981161,2
-5603024664917721129,4876769046116846438,3
-5603024664917721129,8224860111193157980,4
-5603024664917721129,991271693336573226,5
-5598979686496942575,1469580151036142903,1
-5598979686496942575,-8627051188605351707,2
-5598979686496942575,-4029704725707465084,3
-5598979686496942575,8729086959762650511,4
-5598979686496942575,-6156751702010469220,5
-5590226906710148930,-6843047699859121724,1
-5590226906710148930,1469580151036142903,2
-5590226906710148930,-2447632164766022033,3
-5590226906710148930,9175693555063886126,4
-5590226906710148930,3367026768872537336,5
-5579363687688515285,6850500272809381909,1
-5579363687688515285,-8159730897893673528,2
-5579363687688515285,7446166231252589534,3
-5579363687688515285,-4460374799273064357,4
-5579363687688515285,-5014627593450767720,5
-5573063483172708129,-8627051188605351707,1
-5573063483172708129,569574447134368517,2
-5573063483172708129,-7113155163062752691,3
-5573063483172708129,-2402288292108892893,4
-5573063483172708129,-4029704725707465084,5
-5564980755503989625,-8208801367848627943,1
-5564980755503989625,3149164017776669829,2
-5564980755503989625,-4029704725707465084,3
-5564980755503989625,-6783772548752091658,4
-5564980755503989625,-8518096793350810174,5
-5564766963021310897,2555983212310147009,1
-5564766963021310897,-6843047699859121724,2
-5564766963021310897,2581138407738454418,3
-5564766963021310897,2372438485070148864,4
-5564766963021310897,-2447632164766022033,5
-5555543386326483262,7459643459148487877,1
-5555543386326483262,6997620589258672675,2
-5555543386326483262,8224860111193157980,3
-5555543386326483262,-8243488279185272615,4
-5555543386326483262,-1663441888197894674,5
-5548445604678482863,6044362651232258738,1
-5548445604678482863,8224860111193157980,2
-5548445604678482863,-6783772548752091658,3
-5548445604678482863,880612740433495828,4
-5548445604678482863,-133139342397538859,5
-5527145562136413747,-4029704725707465084,1
-5527145562136413747,-5848514031542611523,2
-5527145562136413747,-8742648016180281673,3
-5527145562136413747,-2314360211211303885,4
-5527145562136413747,764116021156146784,5
-5521098251528574606,-3224698078244963479,1
-5521098251528574606,-5283011611531067471,2
